Mid,T1name,T2name,T1logo,T2logo,Mstatus,T1score,T2score,Mdate,Mtime,Mtour,Mtypes,WR,FB,F10,WR2,FB2,F102,P11,P12,P13,P14,P15,P21,P22,P23,P24,P25,P11_photo,P12_photo,P13_photo,P14_photo,P15_photo,P21_photo,P22_photo,P23_photo,P24_photo,P25_photo,P11_score,P12_score,P13_score,P14_score,P15_score,P21_score,P22_score,P23_score,P24_score,P25_score,TIME,Video
371647,iG Vitality,Ocean,https://ru.dltv.org/storage/app/uploads/public/eba/d8c/25f/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/ad9/801/78d/thumb__100_100_0_0_auto.png,Live,1,0,2020-05-22,11:00:00,China Dota2 Development League Season 3,Best of 3,50%,51%,49%,57%,55%,58%,Doodle,QYQX,Dust,Beyond,ButterflyEffect,Fame,Xmy,Ola,zc,MasteR.,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/e74/fd3/99b/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b1b/1ee/7b4/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/08a/5eb/e8e/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,213,633,29,-,-,157,357,174,102,-,2020-05-22 11:00:00+03:00,fanat_marvel
372572,Panda Gaming,Cobra Gaming,https://ru.dltv.org/storage/app/uploads/public/f2d/547/d9a/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/9a3/9d3/cae/thumb__100_100_0_0_auto.png,Live,1,1,2020-05-22,05:30:00,Asia Challenger League Season 9,Best of 3,49%,49%,44%,50%,52%,53%,zhenois,DODO,cawn,PENG,lxn,ZY-,YYY,nikii,JOJO,Manta-,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,-,-,-,-,-,-,2544,-,-,-,2020-05-22 05:30:00+03:00,icemo21
372539,Immortal Gaming,Team Honor,https://ru.dltv.org/storage/app/uploads/public/1a4/0ea/faa/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/8e7/3ae/b51/thumb__100_100_0_0_auto.png,Live,1,1,2020-05-22,08:30:00,Asia Challenger League Season 9,Best of 3,50%,47%,50%,50%,50%,51%,sohaya,ZUMA,ROLLER,AMG63,DDD,SUSUON,AVSKK,98.08.23,Moonslayer,ke$ha,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,-,-,-,-,2921,-,-,-,-,-,2020-05-22 08:30:00+03:00,icemo21
371647,iG Vitality,Ocean,https://ru.dltv.org/storage/app/uploads/public/eba/d8c/25f/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/ad9/801/78d/thumb__100_100_0_0_auto.png,Live,1,0,2020-05-22,11:00:00,China Dota2 Development League Season 3,Best of 3,50%,51%,49%,57%,55%,58%,Doodle,QYQX,Dust,Beyond,ButterflyEffect,Fame,Xmy,Ola,zc,MasteR.,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/e74/fd3/99b/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b1b/1ee/7b4/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/08a/5eb/e8e/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,216,641,29,-,-,157,357,174,102,-,2020-05-22 11:00:00+03:00,fanat_marvel
370773,Sweaty Soldiers,SADBOYS.AU,https://ru.dltv.org/storage/app/uploads/public/4e9/385/f84/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/918/1f8/c51/thumb__100_100_0_0_auto.png,Live,1,0,2020-05-22,11:00:00,Oceanic Esports League,Best of 2,46%,55%,48%,57%,64%,73%,rizz,cosicosi7,Lon,mishap,Cloudy,hailz,STΛRS,maris,Yue,snowy,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,164,381,702,1841,2933,118,730,2563,-,1096,2020-05-22 11:00:00+03:00,oceanicesports_dota
371337,Invictus Gaming,Keen Gaming,https://ru.dltv.org/storage/app/uploads/public/783/349/835/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/1b3/502/79a/thumb__100_100_0_0_auto.png,Live,1,0,2020-05-22,11:00:00,DPL-CDA Professional League Season 1,Best of 3,60%,53%,54%,45%,41%,46%,Oli~,JT-,kaka,flyfly,Emo,xiaofu,Blood,Fantasy,Erica,Yds.,https://ru.dltv.org/storage/app/uploads/public/a84/669/3ef/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/639/50e/ce2/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/183/7fd/e34/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/f47/1fb/b29/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/e67/8a5/71b/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,152,91,86,21,9,279,-,105,180,-,2020-05-22 11:00:00+03:00,dota2ruhub3
372633,TNC Predator,Team Adroit,https://ru.dltv.org/storage/app/uploads/public/41a/596/fff/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/d38/f09/fdf/thumb__100_100_0_0_auto.png,Live,0,1,2020-05-22,11:00:00,ESL One Birmingham 2020 - Online: Southeast Asia,Best of 3,59%,51%,50%,62%,50%,48%,March,kpii,Gabbi,TIMS,Armel,Mac,Bok,Boomy,cml,Natsumi-,https://ru.dltv.org/storage/app/uploads/public/b79/df0/ce6/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/3f5/640/90a/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/a83/667/de0/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/852/3ea/323/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/00c/6b2/709/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/059/3b4/9ee/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/02f/46f/32f/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/9b9/e6f/d1c/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/9b1/a4c/7cb/thumb__300_300_0_0_auto.jpg,314,30,59,39,3,11,43,119,98,32,2020-05-22 11:00:00+03:00,esl_dota2
372523,Five brothers,Sunrise,https://ru.dltv.org/storage/app/uploads/public/b0f/445/bf4/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/765/1c4/1da/thumb__100_100_0_0_auto.png,Live,1,0,2020-05-22,11:30:00,Red Star Cup Season 6,Best of 3,51%,49%,46%,47%,51%,46%,rrrd,FB.Stone,FB.123,(not found),(not found),0,1,Sunrise.Vancci,999,Sunrise.AAA,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,-,-,-,-,-,1034,4393,-,2754,-,2020-05-22 11:30:00+03:00,pavagagg
372548,Vampire Gaming,Team Sincere,https://ru.dltv.org/storage/app/uploads/public/b43/4b9/1e4/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/1be/7ea/e83/thumb__100_100_0_0_auto.png,Finished,2,1,2020-05-22,11:30:00,Asia Challenger League Season 9,Best of 3,49%,51%,50%,47%,53%,54%,byccc,buller,MAKENNICO,masclot,OMAN,m,RAIN,RADIOACTIVE,ACH,LUN,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,-,1400,-,-,-,568,-,-,-,-,2020-05-22 11:30:00+03:00,
372320,Alliance,Team Liquid,https://ru.dltv.org/storage/app/uploads/public/d37/e9d/abb/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/805/8c0/9ce/thumb__100_100_0_0_auto.png,Live,0,1,2020-05-22,12:00:00,OGA Dota PIT 2020 Online: Europe/CIS,Best of 3,53%,58%,58%,56%,62%,53%,LIMMP,Handsken,s4,Fng,Nikobaby,iNSaNiA,Boxi,qojqva,m`iCKe,Taiga,https://ru.dltv.org/storage/app/uploads/public/7ea/97c/f93/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/bdf/eae/69b/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/aa2/8dd/4a0/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/bad/cb5/f96/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/576/474/5c9/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/073/de4/825/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/096/00b/d15/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/235/f73/95a/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/71c/73e/6d8/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/c14/339/763/thumb__300_300_0_0_auto.jpg,4,52,95,-,50,270,33,77,19,139,2020-05-22 12:00:00+03:00,ogadotapit
372651,StarLucK.Fly,Execration,https://ru.dltv.org/storage/app/uploads/public/a5a/c82/ba8/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/5b3/04f/31b/thumb__100_100_0_0_auto.png,Upcoming,0,0,2020-05-22,08:30:00,Stella Cup,Best of 3,55%,46%,47%,48%,57%,44%,强混哥,sss,xxx,Drink,falling,Benhur,Bhm,Rr,yaha,Palos,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/6c5/2ea/85d/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,-,78,257,-,202,293,416,245,303,31,2020-05-22 08:30:00+03:00,
372320,Alliance,Team Liquid,https://ru.dltv.org/storage/app/uploads/public/d37/e9d/abb/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/805/8c0/9ce/thumb__100_100_0_0_auto.png,Live,0,1,2020-05-22,12:00:00,OGA Dota PIT 2020 Online: Europe/CIS,Best of 3,53%,58%,58%,56%,62%,53%,LIMMP,Handsken,s4,Fng,Nikobaby,iNSaNiA,Boxi,qojqva,m`iCKe,Taiga,https://ru.dltv.org/storage/app/uploads/public/7ea/97c/f93/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/bdf/eae/69b/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/aa2/8dd/4a0/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/bad/cb5/f96/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/576/474/5c9/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/073/de4/825/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/096/00b/d15/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/235/f73/95a/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/71c/73e/6d8/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/c14/339/763/thumb__300_300_0_0_auto.jpg,4,52,95,-,50,270,33,77,19,139,2020-05-22 12:00:00+03:00,ogadotapit
372444,StarLucK.Fly,Buffalo Team,https://ru.dltv.org/storage/app/uploads/public/a5a/c82/ba8/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/dca/823/905/thumb__100_100_0_0_auto.png,Live,1,1,2020-05-22,12:00:00,Huya World E-sports Legendary League: China Qualifier,Best of 3,55%,46%,47%,51%,47%,44%,强混哥,sss,xxx,Drink,falling,sbmid,V,vv,太难了,良心用苦！,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,-,78,257,-,202,-,2791,2825,-,1476,2020-05-22 12:00:00+03:00,
372652,Execration,Team Impunity,https://ru.dltv.org/storage/app/uploads/public/5b3/04f/31b/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/ab3/bdf/817/thumb__100_100_0_0_auto.png,Live,0,0,2020-05-22,08:30:00,Stella Cup,Best of 3,48%,57%,44%,53%,56%,55%,Benhur,Bhm,Rr,yaha,Palos,Red,Killua,Bombi,hehehe,@Ler_GG | BAN NON EU PLAYERS TY,https://ru.dltv.org/storage/app/uploads/public/6c5/2ea/85d/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,293,416,245,303,31,-,9,101,-,-,2020-05-22 08:30:00+03:00,
372444,StarLucK.Fly,Buffalo Team,https://ru.dltv.org/storage/app/uploads/public/a5a/c82/ba8/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/dca/823/905/thumb__100_100_0_0_auto.png,Live,1,1,2020-05-22,12:00:00,Huya World E-sports Legendary League: China Qualifier,Best of 3,55%,46%,47%,51%,47%,44%,强混哥,sss,xxx,Drink,falling,sbmid,V,vv,太难了,良心用苦！,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,-,78,257,-,202,-,2791,2825,-,1476,2020-05-22 12:00:00+03:00,
372474,LGD.international,T1,https://ru.dltv.org/storage/app/uploads/public/44a/423/93f/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/ebd/54a/492/thumb__100_100_0_0_auto.png,Finished,1,2,2020-05-22,12:00:00,SDI SEA Schedule,Best of 3,52%,55%,55%,52%,38%,51%,BrayaNt`,rayy,Gy,Ms,呀。,FoREv,Meracle,Jhocam,inYourdreaM,poloson,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/ad4/9f7/872/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/986/fbc/ed9/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/b85/fb3/2ec/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,-,151,-,118,-,21,-,40,4,-,2020-05-22 12:00:00+03:00,23creativevn
372646,Typhoon E-Sports,Execration,https://ru.dltv.org/storage/app/uploads/public/b06/31b/d19/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/5b3/04f/31b/thumb__100_100_0_0_auto.png,Live,1,1,2020-05-22,12:00:00,Stella Cup,Best of 3,45%,45%,46%,48%,57%,44%,Azreal,Yci,DLD,粉刷匠,-w-,Benhur,Bhm,Rr,yaha,Palos,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/6c5/2ea/85d/thumb__300_300_0_0_auto.jpg,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,203,-,-,127,-,293,416,245,303,31,2020-05-22 12:00:00+03:00,
370756,Burgers Flippers,Pristine n Clean,https://ru.dltv.org/storage/app/uploads/public/5ba/4f9/fde/thumb__100_100_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/b0d/039/2fe/thumb__100_100_0_0_auto.png,Live,1,0,2020-05-22,13:00:00,Oceanic Esports League,Best of 2,54%,55%,62%,40%,48%,44%,Baosu,Zavier,Farnsworth,Innaig,esfera,RogerDodger,Matino,Reverie,Vade,hG,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,https://ru.dltv.org/storage/app/uploads/public/364/3c2/afc/thumb__300_300_0_0_auto.png,2081,394,1041,3343,-,743,-,863,2477,1233,2020-05-22 13:00:00+03:00,oceanicesports_dota
